affinity	name	stars	class	race	attack	recovery	health	leader ability	defender skill	counter skill	slayer	bounty hunter	commander	warden	combat ability	evolve from	evolve into
light	Apocalypse, Arisen	****	Balanced	God	1024	340	1706	God Armor IV: 160% HP for all God Heroes	Panic	Dispel Judgement					War: Attack all enemies for 400% of ATK and Heal for 300% of RCV		Apocalypse, Ascendant *****
light	Apocalypse, Ascendant	*****	Balanced	God	1752	584	2919	God Armor V: 180% HP for all God Heroes	Panic	Dispel Judgement					Pestilence: Attack all enemies for 500% of ATK and Heal for 300% of RCV	Apocalypse, Arisen ****	Apocalypse, Herald Of Doom ******
light	Apocalypse, Herald Of Doom	******	Balanced	God	2532	844	4222	God Armor VI: 200% HP for all God Heroes	Panic	Dispel Judgement					Death: Attack all enemies for 600% of ATK and Heal for 300% of RCV	Apocalypse, Ascendant *****	
light	Wendolyn, Youngling	****	Healer	Human	689	570	1150	Light Blessing IV: 160% REC for all Light Heroes	Absorb	Cleanse I					Pure Mind: Attack all enemies for 800% of REC and Convert 3 Light Gems into Health Gems		Wendolyn, Protector *****
light	Wendolyn, Protector	*****	Healer	Human	1167	967	1944	Light Blessing V: 180% REC for all Light Heroes	Absorb	Cleanse II					Pure Heart: Attack all enemies for 1000% of REC and Convert 3 Light Gems into Health Gems	Wendolyn, Youngling ****	Wendolyn Songheart ******
light	Wendolyn Songheart	******	Healer	Human	1696	1408	2825	Light Blessing VI: 200% REC for all Light Heroes	Absorb	Cleanse III					Heart of Gold: Attack all enemies for 1200% of REC and Convert 3 Light Gems into Health Gems	Wendolyn, Protector *****	
light	Pride Spirit	****	Balanced	Spirit	934	310	1557	Spirit Might IV: 160% Damage for all Spirit Heroes	Drain	Dispel Dodge					Damaged Pride: Attack all enemies for 300% of ATK for 2 turns and Slow all enemies for 2 turns		Pride Ifrit *****
light	Pride Ifrit	*****	Balanced	Spirit	1584	528	2641	Spirit Might V: 180% Damage for all Spirit Heroes	Drain	Dispel Dodge					Wounded Pride: Attack all enemies for 350% of ATK for 2 turns and Slow all enemies for 2 turns	Pride Spirit ****	Avatar of Pride ******
light	Avatar of Pride	******	Balanced	Spirit	2290	764	3818	Spirit Might VI: 200% Damage for all Spirit Heroes	Drain	Dispel Dodge					Grand Manipulation: Attack all enemies for 450% of ATK for 2 turns and Slow all enemies for 2 turns	Pride Ifrit *****	
light	Aline, The Chosen	**	Balanced	Legend	512	171	854	Light Power II: 120% Damage and HP for all Light Heroes	Aline's Blessing	Absolve	2x	2x	2x		???: Attack all enemies for 200% of ATK		Aline, The Inquisitor ***
light	Aline, The Inquisitor	***	Balanced	Legend	868	290	1448	Light Power III: 140% Damage and HP for all Light Heroes	Aline's Blessing	Absolve	2x	2x	2x		???: Attack all enemies for 300% of ATK	Aline, The Chosen **	Aline, The Tactician ****
light	Aline, The Tactician	****	Balanced	Legend	1416	472	2361	Light Power IV: 160% Damage and HP for all Light Heroes	Aline's Blessing	Absolve	2x	2x	2x		Hand of Derend: Attack all enemies for 400% of ATK	Aline, The Inquisitor ***	Aline, The Zealot *****
light	Aline, The Zealot	*****	Balanced	Legend	2396	798	3993	Light Power V: 180% Damage and HP for all Light Heroes	Aline's Blessing	Absolve	3x	3x	3x		Sword of Derend: Attack all enemies for 500% of ATK	Aline, The Tactician ****	Aline, Hand of Fate ******
light	Aline, Hand of Fate	******	Balanced	Legend	3504	1168	5842	Light Power VI: 200% Damage and HP for all Light Heroes	Aline's Blessing	Absolve	4x	4x	4x		Shadowlight Smash: Attack all enemies for 600% of ATK	Aline, The Zealot *****	Aline, Ascended ******
light	Aline, Ascended	******	Balanced	Legend	4274	1424	7124	Light Power VI: 200% Damage and HP for all Light Heroes	Aline's Blessing	Absolve	4x	4x	4x		Spear of Fate: Attack all enemies for 1000% of ATK. Increase self ATK by 50% for 2 turns.	Aline, Hand of Fate ******	
light	Stellaris	****	Mage	God	1310	437	562	Dragon Might IV: 160% Damage for all Dragon Heroes	Blind	Dispel Absorb		2x			Star Beam: Reduce all enemy ATK by 30% for 2 turns and Attack an enemy for 550% of ATK		Stellaris Prime *****
light	Stellaris Prime	*****	Mage	God	2204	734	921	Dragon Might V: 180% Damage for all Dragon Heroes	Blind	Dispel Absorb		3x			Prime Beam: Reduce all enemy ATK by 35% for 2 turns and Attack an enemy for 650% of ATK	Stellaris ****	Empyrean Stellaris ******
light	Empyrean Stellaris	******	Mage	God	3224	1075	1362	Dragon Might VI: 200% Damage for all Dragon Heroes	Blind	Dispel Absorb		4x			Sword of Stars: Reduce all enemy ATK by 40% for 2 turns and Attack an enemy for 750% of ATK	Stellaris Prime *****	
light	Squire Gallione	****	Balanced	Human	1036	344	1725	Human Armor IV: 160% HP for all Human Heroes	Regen	Dispel Poison	2x				Electric Smash: Attack all enemies for 140% of HP and 500% of REC		Chevalier Gallione *****
light	Chevalier Gallione	*****	Balanced	Human	1746	582	2908	Human Armor V: 180% HP for all Human Heroes	Regen	Dispel Poison	3x				Chain Lightning: Attack all enemies for 180% of HP and 600% of REC	Squire Gallione ****	Hammer Of Derend ******
light	Hammer Of Derend	******	Balanced	Human	2542	848	4236	Human Armor VI: 200% HP for all Human Heroes	Regen	Dispel Poison	4x				Hammer of Derend: Attack all enemies for 220% of HP and 700% of REC	Chevalier Gallione *****	
light	Excalibur	****	Attacker	Spirit	1711	229	1146	Spirit Armor IV: 160% HP for all Spirit Heroes	Vessel	Dispel Weaken		2x			Royal Strike: Attack an enemy for 500% of ATK, Attack self for 500% of REC. Can kill the player.		Excalibur, Savior's Sword *****
light	Excalibur, Savior's Sword	*****	Attacker	Spirit	2895	386	1934	Spirit Armor V: 180% HP for all Spirit Heroes	Vessel	Dispel Weaken		3x			True Blade: Attack an enemy for 650% of ATK, Attack self for 500% of REC. Can kill the player.	Excalibur ****	Excalibur, Blade Of Kings ******
light	Excalibur, Blade Of Kings	******	Attacker	Spirit	4228	566	2833	Spirit Armor VI: 200% HP for all Spirit Heroes	Vessel	Dispel Weaken		4x			King of Blades: Attack an enemy for 750% of ATK, Attack self for 500% of REC. Can kill the player.	Excalibur, Savior's Sword *****	
light	Christine, The Lost	****	Defender	Human	691	229	2854	Defender Armor IV: 160% HP for all Defender Heroes	Drain	Dispel Traitor				yes	Golden Voice: Attack all enemies for 160% of HP for 3 turns		Christine, Chori Girl *****
light	Christine, Chori Girl	*****	Defender	Human	1173	390	4845	Defender Armor V: 180% HP for all Defender Heroes	Drain	Dispel Traitor				yes	Aria of Sorrow: Attack all enemies for 220% of HP for 3 turns	Christine, The Lost ****	Christine, Star Soprano ******
light	Christine, Star Soprano	******	Defender	Human	1696	564	7039	Defender Armor VI: 200% HP for all Defender Heroes	Drain	Dispel Traitor				yes	High Note: Attack all enemies for 260% of HP for 3 turns	Christine, Chori Girl *****	
light	Indale, Star Eater	****	Attacker	Giant	1791	239	1202	Spirit Armor IV: 160% HP for all Spirit Heroes	Drain	Dispel Zombie				yes	Star Blood: Transform 5 Gems to Light		Indale, Zodiac King *****
light	Indale, Zodiac King	*****	Attacker	Giant	3031	404	2026	Spirit Armor V: 180% HP for all Spirit Heroes	Drain	Dispel Zombie				yes	Zodiac Thunder: Transform 7 Gems to Light	Indale, Star Eater ****	Indale, The Dark Star ******
light	Indale, The Dark Star	******	Attacker	Giant	4424	592	2959	Spirit Armor VI: 200% HP for all Spirit Heroes	Drain	Dispel Zombie				yes	Black Hole Sun: Transform 10 Gems to Light	Indale, Zodiac King *****	
light	Kristof, Joy Bringer	****	Mage	Demigod	1438	479	616	Demigod Might IV: 160% Damage for all Demigod Heroes	Dodge	Dispel Regen	2x				Krismas Joy: Attack all enemies for 200% of ATK and 600% of REC for 2 turns		Father Kristof *****
light	Father Kristof	*****	Mage	Demigod	2430	810	1025	Demigod Might V: 180% Damage for all Demigod Heroes	Dodge	Dispel Regen	3x				Krismas Cheer: Attack all enemies for 250% of ATK and 800% of REC for 2 turns	Kristof, Joy Bringer ****	Kristof and Rufus ******
light	Kristof and Rufus	******	Mage	Demigod	3542	1181	1488	Demigod Might VI: 200% Damage for all Demigod Heroes	Dodge	Dispel Regen	4x				Krismas Cheer: Attack all enemies for 300% of ATK and 900% of REC for 2 turns	Father Kristof *****	
light	Sherlock, The Deductive	****	Defender	Fable	693	231	2860	Light Armor IV: 160% HP for all Light Heroes	Weaken	Dispel Traitor				yes	Power Of Deduction: Attack all enemies for 180% of HP and Defend 35% of all damage for 2 turns		Sherlock, The Detective *****
light	Sherlock, The Detective	*****	Defender	Fable	1164	388	4832	Light Armor V: 180% HP for all Light Heroes	Weaken	Dispel Traitor				yes	Power Of Logic: Attack all enemies for 240% of HP and Defend 35% of all damage for 2 turns	Sherlock, The Deductive ****	Sherlock Holmes ******
light	Sherlock Holmes	******	Defender	Fable	1696	564	7039	Light Armor VI: 200% HP for all Light Heroes	Weaken	Dispel Traitor				yes	It's Elementary: Attack all enemies for 280% of HP and Defend 35% of all damage for 2 turns	Sherlock, The Detective *****	
light	Shining Bull	****	Warrior	Creature	368	479	2399	Light Armor IV: 160% HP for all Light Heroes	Autoheal	None				yes	Golden Hoof: Cleanse Light Transform, found in the Dark Trials, from all heroes. Usable at most once every 7 turns.		Gilded Taurus *****
light	Gilded Taurus	*****	Warrior	Creature	614	810	4052	Light Armor V: 180% HP for all Light Heroes	Autoheal	None			3x	yes	Shining Stampede: Cleanse Light Transform, found in the Dark Trials, from all heroes. Usable at most once every 5 turns.	Shining Bull ****	Tur, The Golden Hoof ******
light	Tur, The Golden Hoof	******	Warrior	Creature	894	1181	5902	Light Armor VI: 200% HP for all Light Heroes	Autoheal	None			4x	yes	Razor Gore: Cleanse Light Transform, found in the Dark Trials, from all heroes. Usable at most once every 3 turns.	Gilded Taurus *****	
light	Iod, Shining Hunter	****	Balanced	Corrupt	1132	376	1887	Corrupt Blessing IV: 260% REC for all Corrupt Heroes	Zombie	Dispel Might				yes			Iod, Nightmare Pursuer *****
light	Iod, Nightmare Pursuer	*****	Balanced	Corrupt	1910	636	3183	Corrupt Blessing V: 280% REC for all Corrupt Heroes	Zombie	Dispel Might				yes		Iod, Shining Hunter ****	Iod, Hunter of Souls ******
light	Iod, Hunter of Souls	******	Balanced	Corrupt	2778	926	4630	Corrupt Blessing VI: 300% REC for all Corrupt Heroes	Zombie	Dispel Might				yes		Iod, Nightmare Pursuer *****	
light	Van Helsing	****	Attacker	Fable	1871	249	1252	Demigod Might IV: 160% Damage for all Demigod Heroes	Judgement	Dispel Poison	2x				Through The Heart: Attack for 300% of ATK. If the target is Dark, attack again for 500% of ATK.		Van Helsing *****
light	Van Helsing	*****	Attacker	Fable	3171	424	2120	Demigod Might V: 180% Damage for all Demigod Heroes	Judgement	Dispel Poison	3x					Van Helsing ****	Van Helsing ******
light	Van Helsing	******	Attacker	Fable	4628	620	3099	Demigod Might VI: 200% Damage for all Demigod Heroes	Judgement	Dispel Poison	4x				Through The Heart: Attack for 500% of ATK. If the target is Dark, attack again for 1500% of ATK.	Van Helsing *****	
light	Orielle, Fallen Angel	***	Attacker	Demigod				Heavenly Might I: 175% Damage for all Fable Heroes	Drain	Dispel Blind	2x				Creator's Flame: Attack an enemy for 300% of ATK. Increase the enemy's turn counter by 1.		Orielle, Fallen Angel ****
light	Orielle, Fallen Angel	****	Attacker	Demigod				Heavenly Might II: 200% Damage for all Fable Heroes	Drain	Dispel Blind	2x				Creator's Flame: Attack an enemy for 400% of ATK. Increase the enemy's turn counter by 1.	Orielle, Fallen Angel ***	Orielle, Fallen Angel *****
light	Orielle, Fallen Angel	*****	Attacker	Demigod				Heavenly Might III: 225% Damage for all Fable Heroes	Drain	Dispel Blind	3x				Creator's Flame: Attack an enemy for 500% of ATK. Increase the enemy's turn counter by 1.	Orielle, Fallen Angel ****	Orielle, Fallen Angel ******
light	Orielle, Fallen Angel	******	Attacker	Demigod	4628	620	3099	Heavenly Might IV: 300% Damage for all Fable Heroes	Drain	Dispel Blind	4x				Creator's Flame: Attack an enemy for 600% of ATK. Increase the enemy's turn counter by 1.	Orielle, Fallen Angel *****	
light	Fate's Revenge	****	Warrior	Giant	1506	128	2509	Giant Might IV: 160% Damage for all Giant Heroes	Thorns	Dispel Regen				yes	Divine Might: Attack an enemy for 600% of ATK.		Fate's Revenge *****
light	Fate's Revenge	*****	Warrior	Giant	2542	214	4238	Giant Might V: 180% Damage for all Giant Heroes	Thorns	Dispel Regen				yes	Divine Might: Attack an enemy for 700% of ATK.	Fate's Revenge ****	Fate's Revenge ******
light	Fate's Revenge	******	Warrior	Giant	3702	311	6168	Giant Might VI: 200% Damage for all Giant Heroes	Thorns	Dispel Regen				yes	Divine Might: Attack an enemy for 800% of ATK.	Fate's Revenge *****	
light	Snow White	****	Attacker	Human	1951	261	1306	Light Blessing IV: 260% REC for all Light Heroes	Zombie	Dispel Blind	2x				Lady Most Fair: Attack for 2000% REC.		Snow White *****
light	Snow White	*****	Attacker	Human	3309	442	2212	Light Blessing V: 280% REC for all Light Heroes	Zombie	Dispel Blind	3x					Snow White ****	Snow White ******
light	Snow White	******	Attacker	Human	4828	646	3231	Light Blessing VI: 300% REC for all Light Heroes	Zombie	Dispel Blind	4x					Snow White *****	
light	Transcendent Aphrodite	***	Attacker	God				Light Human Might I: 175% Damage and HP for all Light Human Heroes	Weaken	Dispel Armor	2x				Intoxication: Attack a Dark enemy for 500% ATK.		Transcendent Aphrodite ****
light	Transcendent Aphrodite	****	Attacker	God	1961	263	1320	Light Human Might II: 200% Damage and HP for all Light Human Heroes	Weaken	Dispel Armor	2x				Intoxication: Attack a Dark enemy for 750% ATK.	Transcendent Aphrodite ***	Transcendent Aphrodite *****
light	Transcendent Aphrodite	*****	Attacker	God	3317	444	2226	Light Human Might III: 225% Damage and HP for all Light Human Heroes	Weaken	Dispel Armor	3x				Intoxication: Attack a Dark enemy for 1000% ATK.	Transcendent Aphrodite ****	Transcendent Aphrodite ******
light	Transcendent Aphrodite	******	Attacker	God				Light Human Might IV: 300% Damage and HP for all Light Human Heroes	Weaken	Dispel Armor	4x				Intoxication: Attack a Dark enemy for 1500% ATK.	Transcendent Aphrodite *****	
light	Archangel Mythriel	****	Attacker	Dren	1959	263	1318	Guardian Might IV: 160% Damage for all Guardian Heroes	Might	Dispel Dodge			2x				Archangel Mythriel *****
light	Archangel Mythriel	*****	Attacker	Dren	3313	444	2218	Guardian Might V: 180% Damage for all Guardian Heroes	Might	Dispel Dodge			3x			Archangel Mythriel ****	Archangel Mythriel ******
light	Archangel Mythriel	******	Attacker	Dren	4824	644	3225	Guardian Might VI: 200% Damage for all Guardian Heroes	Might	Dispel Dodge			4x		Derend's Justice: Greatly increase the drop rate of Light gems until your next turn. Cast 'Focus Laser' on a Dark enemy for 1 turn. Only usable once every 7 turns.	Archangel Mythriel *****	
light	Archangel Uriel	***	Attacker	Dren	1196	160	801	Sword of Heaven I: 175% Damage and HP for all Light Attacker Heroes	Judgement	Dispel Regen			2x		Derend's Light: Destroy up to 1 Dark gem on the board. Attack the target for 5 * your remaining HP % (maximum 500% ATK).		Archangel Uriel ****
light	Archangel Uriel	****	Attacker	Dren	1951	261	1306	Sword of Heaven II: 200% Damage and HP for all Light Attacker Heroes	Judgement	Dispel Regen			2x		Derend's Light: Destroy up to 1 Dark gem on the board. Attack the target for 10 * your remaining HP % (maximum 1000% ATK).	Archangel Uriel ***	Archangel Uriel *****
light	Archangel Uriel	*****	Attacker	Dren	3317	444	2226	Sword of Heaven III: 225% Damage and HP for all Light Attacker Heroes	Judgement	Dispel Regen			3x		Derend's Light: Destroy up to 1 Dark gem on the board. Attack the target for 20 * your remaining HP % (maximum 2000% ATK).	Archangel Uriel ****	Archangel Uriel ******
light	Archangel Uriel	******	Attacker	Dren	4814	642	3209	Sword of Heaven IV: 300% Damage and HP for all Light Attacker Heroes	Judgement	Dispel Regen			4x			Archangel Uriel *****	
light	Cooper T. Missiles	****	Attacker	Creature	1961	263	1320	Creature Might IV: 160% Damage for all Creature Heroes	Zombie	Dispel Vessel	2x		2x				Cooper T. Missiles *****
light	Cooper T. Missiles	*****	Attacker	Creature	3317	444	2226	Creature Might VI: 180% Damage for all Creature Heroes	Zombie	Dispel Vessel	3x		3x		Galactic Guardian: If laser is focused, attack for 3000% ATK and remove 'Focus Laser'. Attack an enemy for 600% ATK.	Cooper T. Missiles ****	Cooper T. Missiles ******
light	Cooper T. Missiles	******	Attacker	Creature	4826	646	3229	Creature Might VI: 200% Damage for all Creature Heroes	Zombie	Dispel Vessel	4x		4x		Galactic Guardian: If laser is focused, attack for 7500% ATK and remove 'Focus Laser'. Attack an enemy for 700% ATK.	Cooper T. Missiles *****	
light	Fenrir	****	Warrior	Creature	1564	132	2607	Creature Armor IV: 160% HP for all Creature Heroes	Dodge	Dispel Poison				yes	God Eater: Very slightly increases Light's effectiveness against Dark for 1 turn for all Heroes. Charges extremely fast. Does not stack with itself.		Fenrir *****
light	Fenrir	*****	Warrior	Creature	2658	226	4430	Creature Armor V: 180% HP for all Creature Heroes	Dodge	Dispel Poison				yes		Fenrir ****	Fenrir ******
light	Fenrir	******	Warrior	Creature	3864	325	6440	Creature Armor VI: 200% HP for all Creature Heroes	Dodge	Dispel Poison				yes		Fenrir *****	
light	Raquel, Unicorn Princess	****	Warrior	Fable	1634	138	2723	Warrior Might IV: 160% Damage for all Warrior Heroes	Weaken	Dispel Armor	2x						Raquel, Unicorn Princess *****
light	Raquel, Unicorn Princess	*****	Warrior	Fable	2760	232	4602	Warrior Might V: 180% Damage for all Warrior Heroes	Weaken	Dispel Armor	3x					Raquel, Unicorn Princess ****	Raquel, Unicorn Princess ******
light	Raquel, Unicorn Princess	******	Warrior	Fable	4024	337	6706	Warrior Might VI: 200% Damage for all Warrior Heroes	Weaken	Dispel Armor	4x				Double Rainbow: Transforms 2 gems into Light. Attack a Dark enemy for 1500% ATK.	Raquel, Unicorn Princess *****	
light	Catherine, Fairy Queen	***	Warrior	Fable	958	81	1594	Strenght of Rainbows I: 175% Damage and HP for all Light Warrior Heroes	Armor	Dispel Dodge	2x				Become immune to damage for 1 turn. Only usable every 13 turns.		Catherine, Fairy Queen ****
light	Catherine, Fairy Queen	****	Warrior	Fable	1562	130	2603	Strenght of Rainbows II: 200% Damage and HP for all Light Warrior Heroes	Armor	Dispel Dodge	2x				Become immune to damage for 1 turn. Only usable every 11 turns.	Catherine, Fairy Queen ***	Catherine, Fairy Queen *****
light	Catherine, Fairy Queen	*****	Warrior	Fable	2656	224	4428	Strenght of Rainbows III: 225% Damage and HP for all Light Warrior Heroes	Armor	Dispel Dodge	3x				Become immune to damage for 1 turn. Only usable every 7 turns.	Catherine, Fairy Queen ****	Catherine, Fairy Queen ******
light	Catherine, Fairy Queen	******	Warrior	Fable	3850	321	6418	Strenght of Rainbows IV: 300% Damage and HP for all Light Warrior Heroes	Armor	Dispel Dodge	4x				Become immune to damage for 1 turn. Only usable every 7 turns.	Catherine, Fairy Queen *****	
light	Solus, Cosmic Wanderer	***	Warrior	Dragon	1006	87	1676	Strenght of Rainbows I: 175% Damage and HP for all Light Warrior Heroes	Dodge	Dispel Blind	2x						Solus, Cosmic Wanderer ****
light	Solus, Cosmic Wanderer	****	Warrior	Dragon	1636	140	1725	Strenght of Rainbows II: 200% Damage and HP for all Light Warrior Heroes	Dodge	Dispel Blind	2x					Solus, Cosmic Wanderer ***	Solus, Cosmic Wanderer *****
light	Solus, Cosmic Wanderer	*****	Warrior	Dragon	2764	234	4608	Strenght of Rainbows III: 225% Damage and HP for all Light Warrior Heroes	Dodge	Dispel Blind	3x					Solus, Cosmic Wanderer ****	Solus, Cosmic Wanderer ******
light	Solus, Cosmic Wanderer	******	Warrior	Dragon	4014	335	6690	Strenght of Rainbows IV: 300% Damage and HP for all Light Warrior Heroes	Dodge	Dispel Blind	4x				Star Gate: Fully heals yourself. Increase the number of turns until the target attacks by 2. Usable only once every 7 turns.	Solus, Cosmic Wanderer *****	
light	Sphinx	****	Attacker	Ancient	2033	271	1362	Creature Blessing IV: 260% REC for all Creature Heroes	Toxin	Dispel Zombie				yes	Sphinx's Riddle: Attack for 500% ATK. If 8 or more Light Gems exist, attack again.		Sphinx *****
light	Sphinx	*****	Attacker	Ancient	3455	464	2318	Creature Blessing V: 280% REC for all Creature Heroes	Toxin	Dispel Zombie				yes	Sphinx's Riddle: Attack for 1000% ATK. If 8 or more Light Gems exist, attack again.	Sphinx ****	Sphinx ******
light	Sphinx	******	Attacker	Ancient	5030	672	3367	Creature Blessing VI: 300% REC for all Creature Heroes	Toxin	Dispel Zombie				yes	Sphinx's Riddle: Attack for 1500% ATK. If 8 or more Light Gems exist, attack again.	Sphinx *****	
light	Aladdin	****	Attacker	Fable	2123	285	1426	Balanced Blessing IV: 260% REC for all Balanced Heroes	Absorb	Dispel Judgement			2x		Magic Carpet: Generate 1 Light Power Gem I. If you have less than 100% HP, this effect is doubled.		Aladdin *****
light	Aladdin	*****	Attacker	Fable	3589	480	2402	Balanced Blessing V: 280% REC for all Balanced Heroes	Absorb	Dispel Judgement			3x		Magic Carpet: Generate 1 Light Power Gem II. If you have less than 100% HP, this effect is doubled.	Aladdin ****	Aladdin ******
light	Aladdin	******	Attacker	Fable	5228	698	3495	Balanced Blessing VI: 300% REC for all Balanced Heroes	Absorb	Dispel Judgement			4x		Magic Carpet: Generate 1 Light Power Gem III. If you have less than 100% HP, this effect is doubled.	Aladdin *****	
light	Scheherazade	***	Warrior	Fable	998	85	1662	Light Fable Might I: 175% Damage and HP for all Light Fable Heroes	Blind	Dispel Dodge			2x		Storyteller: Attack for 50% ATK and 50% HP.		Scheherazade ****
light	Scheherazade	****	Warrior	Fable	1626	136	2711	Light Fable Might II: 200% Damage and HP for all Light Fable Heroes	Blind	Dispel Dodge			2x		Storyteller: Attack for 100% ATK and 100% HP.	Scheherazade ***	Scheherazade *****
light	Scheherazade	*****	Warrior	Fable	2766	234	4610	Light Fable Might III: 225% Damage and HP for all Light Fable Heroes	Blind	Dispel Dodge			3x		Storyteller: Attack for 100% ATK and 100% HP.	Scheherazade ****	Scheherazade ******
light	Scheherazade	******	Warrior	Fable	4014	335	6688	Light Fable Might IV: 300% Damage and HP for all Light Fable Heroes	Blind	Dispel Dodge			4x		Storyteller: Attack for 200% ATK and 200% HP.	Scheherazade *****	
light	Sinbad The Sailor	***	Attacker	Fable				Light Fable Might I: 175% Damage and HP for all Light Fable Heroes	Might	Dispel Might			2x		Tailwinds: Create 1 to 3 Light Gems. The number of gems increases as your HP% increases.		Sinbad The Sailor ****
light	Sinbad The Sailor	****	Attacker	Fable				Light Fable Might II: 200% Damage and HP for all Light Fable Heroes	Might	Dispel Might			2x		Tailwinds: Create 2 to 4 Light Gems. The number of gems increases as your HP% increases.	Sinbad The Sailor ***	Sinbad The Sailor *****
light	Sinbad The Sailor	*****	Attacker	Fable				Light Fable Might III: 225% Damage and HP for all Light Fable Heroes	Might	Dispel Might			3x		Tailwinds: Create 3 to 5 Light Gems. The number of gems increases as your HP% increases.	Sinbad The Sailor ****	Sinbad The Sailor ******
light	Sinbad The Sailor	******	Attacker	Fable				Light Fable Might IV: 300% Damage and HP for all Light Fable Heroes	Might	Dispel Might			4x		Tailwinds: Create 4 to 6 Light Gems. The number of gems increases as your HP% increases.	Sinbad The Sailor *****	
light	The Electric Swarm	****	Attacker	Creature	2117	283	1418	Corrupt Armor IV: 160% HP for all Corrupt Heroes	Judgement	Dispel Thorns				yes	It's a Bug!: Attack all enemies for 400% of ATK.		The Electric Swarm *****
light	The Electric Swarm	*****	Attacker	Creature	3595	482	2412	Corrupt Armor V: 180% HP for all Corrupt Heroes	Judgement	Dispel Thorns				yes		The Electric Swarm ****	The Electric Swarm ******
light	The Electric Swarm	******	Attacker	Creature	5230	700	3501	Corrupt Armor VI: 200% HP for all Corrupt Heroes	Judgement	Dispel Thorns				yes		The Electric Swarm *****	
light	Summoner Kamilah	****	Warrior	Demigod				Dwarf Blessing IV: 200% REC for all Dwarf Heroes	Absorb	Dispel Judgement	2x						Summoner Kamilah *****
light	Summoner Kamilah	*****	Warrior	Demigod				Dwarf Blessing V: 225% REC for all Dwarf Heroes	Absorb	Dispel Judgement	3x					Summoner Kamilah ****	Summoner Kamilah ******
light	Summoner Kamilah	******	Warrior	Demigod	4344	365	7238	Dwarf Blessing VI: 300% REC for all Dwarf Heroes	Absorb	Dispel Judgement	4x				Flawles: Create 4 Light Gems. Destroy 4 Dark Gems.	Summoner Kamilah *****	
light	Katja, the Protector	***	Warrior	Demigod	1038	87	1728	Light Demigod Might I: 175% Damage and HP for all Light Demigod Heroes	Siphon	Dispel Vessel	2x				Einhorn: Attack for 200% ATK.  If 8 or more Light Gems exist, attack again for 600% ATK.		Katja, the Protector ****
light	Katja, the Protector	****	Warrior	Demigod	1692	142	2821	Light Demigod Might II: 200% Damage and HP for all Light Demigod Heroes	Siphon	Dispel Vessel	2x				Einhorn: Attack for 400% ATK.  If 8 or more Light Gems exist, attack again for 800% ATK.	Katja, the Protector ***	Katja, the Protector *****
light	Katja, the Protector	*****	Warrior	Demigod	2878	244	4796	Light Demigod Might III: 225% Damage and HP for all Light Demigod Heroes	Siphon	Dispel Vessel	3x					Katja, the Protector ****	Katja, the Protector ******
light	Katja, the Protector	******	Warrior	Demigod	4174	347	6956	Light Demigod Might IV: 300% Damage and HP for all Light Demigod Heroes	Siphon	Dispel Vessel	4x				Einhorn: Attak for 800% ATK. If 8 or more Light Gems exist, attack against for 2000% ATK.	Katja, the Protector *****	
light	The Prism Knight	***	Attacker	Demigod				Light Demigod Might I: 175% Damage and HP for all Light Demigod Heroes	Thorns	Dispel Dodge	2x						The Prism Knight ****
light	The Prism Knight	****	Attacker	Demigod				Light Demigod Might II: 200% Damage and HP for all Light Demigod Heroes	Thorns	Dispel Dodge	2x					The Prism Knight ***	The Prism Knight *****
light	The Prism Knight	*****	Attacker	Demigod				Light Demigod Might III: 225% Damage and HP for all Light Demigod Heroes	Thorns	Dispel Dodge	3x					The Prism Knight ****	The Prism Knight ******
light	The Prism Knight	******	Attacker	Demigod	5418	722	3613	Light Demigod Might IV: 300% Damage and HP for all Light Demigod Heroes	Thorns	Dispel Dodge	4x				Rainbow Power: Generate 1 Light Power Gem III. If 8 or more Light Gems exist, this effect is doubled.	The Prism Knight *****	
light	Allmother	****	Attacker	God	2197	293	1472	Giant Might IV: 160% Damage for all Giant Heroes	Alacrity	Dispel Toxin				yes	Spirit of Life: Matches after the first match have slightly increased time to make gem matches for 2 turns.		Allmother *****
light	Allmother	*****	Attacker	God	3731	500	2504	Giant Might V: 180% Damage for all Giant Heroes	Alacrity	Dispel Toxin				yes	Spirit of Life: Matches after the first match have moderately increased time to make gem matches for 2 turns.	Allmother ****	Allmother ******
light	Allmother	******	Attacker	God	5430	726	3635	Giant Might VI: 200% Damage for all Giant Heroes	Alacrity	Dispel Toxin				yes	Spirit of Life: Matches after the first match have massively increased time to make gem matches for 2 turns.	Allmother *****	
light	Monk Orek	****	Attacker	Honored	2203	295	1480	Defender Might IV: 160% Damage and HP for all Defender Heroes	Fear	Dispel GemSilence			2x				Monk Orek *****
light	Monk Orek	*****	Attacker	Honored	3725	498	2494	Defender Might V: 180% Damage and HP for all Defender Heroes	Fear	Dispel GemSilence			3x			Monk Orek ****	Monk Orek ******
light	Monk Orek	******	Attacker	Honored	5428	726	3629	Defender Might VI: 200% Damage and HP for all Defender Heroes	Fear	Dispel GemSilence			4x		Fist of Harmony: Destroy all non-Light Gems and attack for 1100% of ATK.	Monk Orek *****	
light	Sensha, Lady Of Balance	***	Warrior	Honored	1038	87	1728	Light Honored Might I: 175% Damage and HP for all Light Honored Heroes	Might	Dispel Dodge			2x		Grand Harmony: Generate 1 Light Power Gem I.		Sensha, Lady Of Balance ****
